0.2704387605520144,-0.8275758927290132,-0.16295803034720252,0.26168444405417596,-0.05608925075988567,-0.23358233989371466,0.45126019066339235,-0.13543028363404458,0.30281254735918567,0.08593640224709433,-2.6416997531890812e-05,-0.5484156555858845,0.02488401987387431,-0.3251766793725962,
9.491474669360258,14.438556420560488,5.4264741905732565,14.223712592016259,11.39330654955894,9.12437201620812,19.921959728327987,33.044984408150526,6.510035862017419,18.275102562011984,9.819329559339948,8.981424938571887,11.81123232733385,4.971295589447849,4.4196808694899685,9.871206267429034,12.017566558035341,13.90535108720334,11.677766171317911,20.49475007046047,5.295457830947481,8.808335098574393,9.135578483641533,13.462175533932808,9.933500556683972,14.817497298426904,11.262031271989892,7.84722980634062,11.262978478841285,12.99699964393348,7.722337105138675,11.69062959316576,4.638224147773156,28.654570701358978,6.702082724607472,37.49390827880506,7.974561840348159,11.760360385091138,5.257514140737201,16.685179736204123,14.498275062145812,5.845775972023721,10.641211450916012,7.413431499688982,13.536475762084326,8.293534710307611,4.368763754422339,29.334206695882404,15.337436883910962,5.152995561403562,13.80004922203471,11.046000509439903,9.246140780952633,11.090526406396675,5.8623254553591,3.257302186242853,6.7478505039268475,8.125112831110524,6.218253735137119,3.2949212327401565,
