0.2900055986179861,-0.9086874800011618,-0.44331500612076413,0.0656917191301753,-0.3517653867206729,-0.5521565996310456,-0.19110158766329832,0.4794394118393401,8.19087428125925e-05,-0.1617098665869025,-0.4583661096926947,0.3973001543967603,-0.6993517309196852,
11.111747201556136,44.39056661240557,8.398888323047702,24.972569255900837,9.402909629016413,13.798286586174132,47.65213598528496,4.897988340463146,10.287009601719292,23.60720720781495,5.653044724431141,10.497088023913724,10.959897423770965,15.12277978878121,38.25219027978252,18.217130431402925,27.646813780557874,15.67590749137095,9.9114152114556,14.802033218962746,22.661364821281836,30.82198834612767,15.816009377830028,6.152740829576405,25.62662058362223,21.962848976144112,5.370309992010271,14.003281047593577,9.255765258469705,50.93697522386497,63.76166162322587,5.96499711128355,15.384191015151726,22.543952982194686,22.064151805632534,5.6971963146732785,19.06191242538081,13.274046056078607,17.9226597630016,11.486709462214655,6.474966723126908,24.17331570762112,8.581976765397211,23.49499085442589,6.6558588632436955,13.178345347486411,11.968806555095755,6.114582015333314,4.845952614910002,8.49831410115247,15.108921611191393,11.184176092328187,4.398517796666435,
